Rank,Name,basename,Platform,Publisher,Developer,Year,Estimated_Sales
17666,Shinken de Watashi ni Koi Shinasai! R,shinken-de-watashi-ni-koi-shinasai-r,PS3,Minato Station,,2012.0,0.02
17667,Whiteout,whiteout,PS2,Konami,Vicarious Visions,2002.0,0.02
17668,Agatha Christie: The ABC Murders,agatha-christie-the-abc-murders,PC,Microids,Artefacts Studios,2016.0,0.02
17669,Shiratsuyu no Kai,shiratsuyu-no-kai,PSP,Idea Factory,,2013.0,0.02
17670,Street Fighter X Tekken,street-fighter-x-tekken,PC,Capcom,Capcom,2012.0,0.02
17671,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,world-neverland-2in1-portable-olerud-kingdom-amp-republic-of-pluto,PSP,fonfun,fonfun Corporation,2008.0,0.02
17672,XGRA: Extreme G Racing Association,xgra-extreme-g-racing-association,GC,Acclaim Entertainment,Acclaim Studios Cheltenham,2003.0,0.02
17673,Cats Together,cats-together,NS,Bandai Namco Games,Bandai Namco Games,2018.0,0.02
17674,Taito Legends 2,taito-legends-2,PS2,Destineer,Empire Oxford,2007.0,0.02
17675,Tumblestone,tumblestone,WiiU,Nighthawk Interactive,The Quantum Astrophysicists Guild,2016.0,0.02
17676,Kill.switch,killswitch,GBA,"Destination Software, Inc",Visual Impact,2004.0,0.02
17677,Plastic Memories,plastic-memories,PSV,5pb,,2016.0,0.02
17678,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!"," koiseyo otome love is power""",PSP,Idea Factory,Idea Factory,2010.0,0.02
17679,Jinsei Game Wii,jinsei-game-wii,Wii,Takara Tomy,Takara Tomy,2007.0,0.02
17680,Big Buck Hunter Arcade,big-buck-hunter-arcade,XOne,GameMill,GameMill Entertainment,2017.0,0.02
17681,Kaleidoeve,kaleidoeve,PSV,HuneX,HuneX,2015.0,0.02
17682,No Heroes Allowed! VR,no-heroes-allowed-vr,PS4,Sony Interactive Entertainment,Acquire,2017.0,0.02
17683,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,motto-hayaku-seikaku-ni-suu-sense-keisan-ryuoku-up-training-suutore,DS,Benesse,Benesse,2008.0,0.02
17684,Gekka Ryouran Romance,gekka-ryouran-romance,PSP,Idea Factory,Idea Factory,2011.0,0.02
17685,2 in 1 Combo Pack: Sonic Mega Collection Plus / Super Monkey Ball Deluxe,2-in-1-combo-pack-sonic-mega-collection-plus,XB,Sega,Sega,2005.0,0.02
17686,Ore no Yome: Anata Dake no Hanayome,ore-no-yome-anata-dake-no-hanayome,X360,Idea Factory,Lupinus,2010.0,0.02
17687,Tale of a Hero,tale-of-a-hero,PC,Daedalic,Future Games,2010.0,0.02
17688,Meiji Toukyou Renka: Full Moon,meiji-toukyou-renka-full-moon,PSV,5pb,,2016.0,0.02
17689,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,nighttruth-explanation-of-the-paranormal-the-making-of-nighttruth-voice-selection,SAT,Sonnet,Sonnet,1996.0,0.02
17690,Final Approach 2: 1st Priority,final-approach-2-1st-priority,PS2,Princess Soft,Princess Soft,2008.0,0.02
17691,Back to the Future: The Game,back-to-the-future-the-game,X360,Telltale Games,Telltale Games,2015.0,0.02
17692,SBK: Snowboard Kids,sbk-snowboard-kids,DS,Atlus,"in-glove Co., ltd",2005.0,0.02
17693,Jewel Master: Cradle Of Rome 2,jewel-master-cradle-of-rome-2,DS,Rising Star,Rising Star Games,2011.0,0.02
17694,Moujuutsukai to Oujisama: Snow Bride,moujuutsukai-to-oujisama-snow-bride,PS2,Idea Factory,Idea Factory,2011.0,0.02
17695,Detective Jinguuji Saburo: Ronde Revenge,detective-jinguuji-saburo-ronde-revenge,3DS,Arc System Works,,2012.0,0.02
17696,Saiki Kusuo no Psi-nan: Shijou Psi-dai no Psi-nan!?,saiki-kusuo-no-psi-nan-shijou-psi-dai-no-psi-nan,3DS,Namco Bandai Games,Namco Bandai Games,2016.0,0.02
17697,Casper: Spirit Dimensions,casper-spirit-dimensions,GC,TDK Mediactive,Lucky Chicken Games,2002.0,0.02
17698,Meitantei Evangelion,meitantei-evangelion,PS2,Broccoli,Headlock,2007.0,0.02
17699,Tsuyo Kiss 2 Portable,tsuyo-kiss-2-portable,PSP,,NetRevo,2010.0,0.02
17700,8 to Glory: The Official Game of the PBR,8-to-glory-the-official-game-of-the-pbr,XOne,THQ Nordic,Three Gates,2018.0,0.02
17701,Butt-Ugly Martians: Zoom or Doom!,butt-ugly-martians-zoom-or-doom,PS2,Crave Entertainment,Runecraft,2003.0,0.02
17702,Mar Heaven: Karudea no Akuma,mar-heaven-karudea-no-akuma,DS,Konami,Alpha Unit,2006.0,0.02
17703,World Championship Poker featuring Howard Lederer: All In,world-championship-poker-featuring-howard-lederer-all-in,Wii,Crave Entertainment,Point of View,2007.0,0.02
17704,Overlord,overlord,PC,Codemasters,Triumph Studios,2007.0,0.02
17705,Command & Conquer 3: Deluxe Edition,command-amp-conquer-3-deluxe-edition,PC,Electronic Arts,EA Los Angeles,2008.0,0.02
17706,Brain Dead 13,brain-dead-13,PS,ReadySoft,ReadySoft,1996.0,0.02
17707,Robotics;Notes,roboticsnotes,X360,5pb,5pb. Games,2012.0,0.02
17708,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,shaberu-ds-oryouri-navi-marugoto-teikoku-hotel-saikouhou-no-ryouri-chou-ga-oshieru-katei-ryouri,DS,KOEI,Paon Corporation,2007.0,0.02
17709,Cats Together,cats-together,3DS,Bandai Namco Games,Bandai Namco Games,2018.0,0.02
17710,FIFA Soccer 09,fifa-soccer-09,PC,Electronic Arts,EA Canada,2008.0,0.02
17711,Mata Hari: Betrayal is only a Kiss Away,mata-hari-betrayal-is-only-a-kiss-away,PC,Viva Media,Cranberry Production,2009.0,0.02
17712,Command & Conquer: The First Decade,command-amp-conquer-the-first-decade,PC,Electronic Arts,EA Los Angeles\ Westwood Studios,2006.0,0.02
17713,T.A.C. Heroes : Big Red One,tac-heroes-big-red-one,DS,Storm City Games,Storm City Games,2010.0,0.02
17714,Dungeons & Dragons: Shadow over Mystara,dungeons-amp-dragons-shadow-over-mystara,PS3,Capcom,,2014.0,0.02
17715,Super PickUps,super-pickups,PS2,XS Games,Milestone,2007.0,0.02
17716,The Fast and the Furious,the-fast-and-the-furious,PSP,Namco Bandai,Eutechnyx,2007.0,0.02
17717,The King of Fighters NeoWave,the-king-of-fighters-neowave,XB,SNK Playmore,SNK Playmore Corporation,2006.0,0.02
17718,Aquanaut's Holiday,aquanauts-holiday,PS,Sony Computer Entertainment,ArtDink,1995.0,0.02
17719,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,negima-chou-mahora-taisen-chuu-checkiin-zenin-shuugou-yappari-onsen-kichaimashitaa,DS,Marvelous Interactive,Marvelous Interactive,2007.0,0.02
17720,The Lord of the Rings: The Battle for Middle-Earth II,the-lord-of-the-rings-the-battle-for-middle-earth-ii,PC,Electronic Arts,EA Los Angeles,2006.0,0.02
17721,Hot 'n' Cold,hot-n-cold,DS,Majesco,Majesco,2009.0,0.02
17722,Nisenochigiri,nisenochigiri,PSP,Idea Factory,Idea Factory,2010.0,0.02
17723,Clock Zero: Shuuen no Ichibyou - ExTime,clock-zero-shuuen-no-ichibyou-extime,PSV,Idea Factory,,2015.0,0.02
17724,Wakeboarding Unleashed Featuring Shaun Murray,wakeboarding-unleashed-featuring-shaun-murray,GBA,Aspyr,Small Rockets,2003.0,0.02
17725,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,kikou-heidan-j-phoenix-cobalt-shoutaihen,PS2,Takara,Takara,2002.0,0.02
17726,Last Escort,last-escort,PS2,D3 Publisher,Vingt-et-un Systems,2006.0,0.02
17727,Meikyuu Cross Blood: Reloaded,meikyuu-cross-blood-reloaded,X360,,Kadokawa Shoten,2011.0,0.02
17728,Livly Garden,livly-garden,DS,Marvelous Interactive,Marvelous Interactive,2010.0,0.02
17729,Nicktoons Collection: Game Boy Advance Video Volume 3,nicktoons-collection-game-boy-advance-video-volume-3,GBA,Majesco,Majesco Games,2005.0,0.02
17730,Root Infinity Rexx,root-infinity-rexx,PSV,Idea Factory,Idea Factory,2015.0,0.02
17731,Timmy Time,timmy-time,DS,Avanquest,Avanquest Software,2011.0,0.02
17732,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,elminage-iii-ankoku-no-shito-to-yaiyou-no-kyuuden,PSP,Starfish,Starfish SD,2011.0,0.02
17733,Kao Challengers,kao-challengers,PSP,Atari,Tate Interactive,2006.0,0.02
17734,Titan Quest,titan-quest,PS4,THQ Nordic,Iron Lore Entertainment,2018.0,0.02
17735,Aria: The Natural ~Tooi Yume no Mirage~,aria-the-natural-tooi-yume-no-mirage,PS2,Alchemist,Regista,2006.0,0.02
17736,Commando: Steel Disaster,commando-steel-disaster,DS,XS Games,Mana Comp. Soft.,2008.0,0.02
17737,Spider-Man 3,spider-man-3,PC,Activision,Beenox,2007.0,0.02
17738,Cities in Motion Collection,cities-in-motion-collection,PC,Paradox Interactive,Paradox Interactive,2011.0,0.02
17739,Gakuen K: Wonderful School Days,gakuen-k-wonderful-school-days,PSP,Idea Factory,Idea Factory,2014.0,0.02
17740,Fast & Furious: Showdown,fast-amp-furious-showdown,PS3,Activision,,2013.0,0.02
17741,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,katekyoo-hitman-reborn-dream-hyper-battle-wii,Wii,Marvelous Interactive,Marvelous Interactive,2008.0,0.02
17742,Gal Gun,gal-gun,PS3,Alchemist,Alchemist,2012.0,0.02
17743,Homeworld,homeworld,PC,Sierra Entertainment,Relic,1999.0,0.02
17744,Hakuouki: Yuugi Roku DS,hakuouki-yuugi-roku-ds,DS,Idea Factory,Idea Factory,2011.0,0.02
17745,Border Break,border-break,PS4,Sega,Sega,2018.0,0.02
17746,Shonen Jump's Shaman King: Master of Spirits 2,shonen-jumps-shaman-king-master-of-spirits-2,GBA,Konami,Konami,2005.0,0.02
17747,Tenkai Knights: Brave Battle,tenkai-knights-brave-battle,3DS,Namco Bandai Games,Delta Factory,2014.0,0.02
17748,Chevrolet Camaro: Wild Ride,chevrolet-camaro-wild-ride,DS,Storm City Games,Visual Impact Productions,2010.0,0.02
17749,Toki no Kizuna: Hanayui Tsuzuri,toki-no-kizuna-hanayui-tsuzuri,PSP,Idea Factory,,2013.0,0.02
17750,Rinne no Lagrange: Kamogawa Days,rinne-no-lagrange-kamogawa-days,PS3,Namco Bandai Games,,2012.0,0.02
17751,Hunting Simulator,hunting-simulator,NS,Bigben Interactive,Maximum Games,2018.0,0.02
17752,SAW,saw,PC,Konami,Zombie Studios,2009.0,0.02
17753,So Blonde,so-blonde,PC,Eidos Interactive,WizarBox,2008.0,0.02
17754,Code R,code-r,SAT,Quintet,Quintet,1998.0,0.02
17755,The Idolmaster: Gravure For You! Vol.8,the-idolmaster-gravure-for-you-vol8,PS3,Namco Bandai Games,,2012.0,0.02
17756,ArmaGallant: Decks of Destiny,armagallant-decks-of-destiny,PS4,Maximum Games,RockNanoGlobal,2017.0,0.02
17757,Kamen Rider: Battride War II,kamen-rider-battride-war-ii,WiiU,Namco Bandai Games,Eighting,2014.0,0.02
17758,Sacred Gold,sacred-gold,PC,Strategy First,Ascaron Entertainment,2006.0,0.02
17759,Jake Hunter: Detective Chronicles,jake-hunter-detective-chronicles,DS,Aksys Games,WorkJam,2008.0,0.02
17760,Disney Sports Football,disney-sports-football,GBA,Konami,Konami,2002.0,0.02
17761,Chicken Hunter,chicken-hunter,DS,Mumbo Jumbo,Phenomedia,2008.0,0.02
17762,Hakuoki: Shinkai - Furi no Shou,hakuoki-shinkai-furi-no-shou,PSV,Idea Factory,,2015.0,0.02
17763,Headhunter: Redemption,headhunter-redemption,XB,Sega,Amuze,2004.0,0.02
17764,Max Payne,max-payne,PC,Gathering of Developers,Remedy Entertainment,2001.0,0.02
17765,Onechanbara Special,onechanbara-special,PSP,D3 Publisher,Tamsoft Corporation,2011.0,0.02
17766,Daikaijuu Battle: Ultra Coliseum,daikaijuu-battle-ultra-coliseum,Wii,Namco Bandai,Bandai Namco Games,2008.0,0.02
17767,Order of War,order-of-war,PC,Square Enix,Wargaming.net,2009.0,0.02
17768,Saki: Achiga-Hen Portable,saki-achiga-hen-portable,PSP,Alchemist,,2013.0,0.02
17769,Secrets of the Titanic,secrets-of-the-titanic,DS,Avanquest Software,,2012.0,0.02
17770,Uta no Prince-sama: Amazing Aria & Sweet Serenade Love,uta-no-prince-sama-amazing-aria-amp-sweet-serenade-love,PSV,Broccoli,Broccoli,2017.0,0.02
17771,Legend: Hand of God,legend-hand-of-god,PC,ValuSoft,Master Creating,2008.0,0.02
17772,Minna de Dokusho: Keatai Shousetsu Desu,minna-de-dokusho-keatai-shousetsu-desu,PSP,Dorart,Dorart,2008.0,0.02
17773,Polar Bowler,polar-bowler,DS,Mumbo Jumbo,Wild Games,2008.0,0.02
17774,Hoppie,hoppie,DS,Jack of All Games,Jack of All Games,2011.0,0.02
17775,Prehistorik Man,prehistorik-man,GBA,Titus,Titus Software,2001.0,0.02
17776,Nervous Brickdown,nervous-brickdown,DS,Secret Stash Games,Arkedo Studio,2007.0,0.02
17777,Chicago Enforcer,chicago-enforcer,XB,Kemco,Touchdown Entertainment,2005.0,0.02
17778,F1 2002,f1-2002,GBA,"Destination Software, Inc",Magic Pockets,2003.0,0.02
17779,Jinguuji Saburou DS: Akai Chou,jinguuji-saburou-ds-akai-chou,DS,Arc System Works,WorkJam,2010.0,0.02
17780,Casper's Scare School: Spooky Sports Day,caspers-scare-school-spooky-sports-day,Wii,Crave Entertainment,The Code Monkeys,2010.0,0.02
17781,Dance Dance Revolution Extra Mix,dance-dance-revolution-extra-mix,PS,Konami,KCET,2001.0,0.02
17782,UnchainBlades EXXiV,unchainblades-exxiv,PSP,FuRyu Corporation,,2012.0,0.02
17783,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,meitantei-conan-kieta-hakase-to-machigai-sagashi-no-tou,DS,Namco Bandai,Bandai Namco Games,2008.0,0.02
17784,Fuel,fuel,PC,Codemasters,Asobo Studios,2009.0,0.02
17785,WRC 2: FIA World Rally Championship,wrc-2-fia-world-rally-championship,PC,Ubisoft,Milestone S.r.l,2011.0,0.02
17786,Oil Rush,oil-rush,PC,,Unigine Corp,2012.0,0.02
17787,Fallout Trilogy,fallout-trilogy,PC,Interplay,Black Isle Studios,2009.0,0.02
17788,Kawaii Koinu DS 3,kawaii-koinu-ds-3,DS,MTO,MTO,2010.0,0.02
17789,Rat Attack!,rat-attack,N64,Mindscape,Pure Entertainment,2000.0,0.02
17790,Super Bowling,super-bowling,N64,UFO Interactive,Athena,2001.0,0.02
17791,Chuugen no Hasha: Sangoku Shouseiden,chuugen-no-hasha-sangoku-shouseiden,PSP,Namco,Namco,2006.0,0.02
17792,Dance! It's Your Stage,dance-its-your-stage,PS3,DTP Entertainment,Sproing Interactive Media GMBH,2011.0,0.02
17793,Kimi o Aogi Otome wa Hime ni,kimi-o-aogi-otome-wa-hime-ni,PSV,Entergram,,2016.0,0.02
17794,Stormrise,stormrise,PC,Sega,The Creative Assembly,2009.0,0.02
17795,Gravity Rush Remastered,gravity-rush-remastered,PS4,Sony Computer Entertainment Europe,Bluepoint Games,2016.0,0.02
17796,Largo Winch .// Commando Sar,largo-winch-.,PS,Ubisoft,Rebellion Developments,2002.0,0.02
17797,Winter Sports 2011,winter-sports-2011,X360,DTP Entertainment,49Games,2011.0,0.02
17798,Cross Treasures,cross-treasures,DS,Square Enix,V Jump / Square Enix,2009.0,0.02
17799,Joker no Kuni no Alice,joker-no-kuni-no-alice,PSP,Quinrose,QuinRose,2011.0,0.02
17800,Princess Isabella: A Witch's Curse,princess-isabella-a-witchs-curse,Wii,Destineer,Gogii Games,2010.0,0.02
17801,Ruff Trigger: The Vanocore Conspiracy,ruff-trigger-the-vanocore-conspiracy,PS2,Natsume,Playstos Entertainment,2006.0,0.02
17802,Bakumatsu Rock: Ultra Soul,bakumatsu-rock-ultra-soul,PSV,Marvelous Interactive,Marvelous Interactive,2014.0,0.02
17803,Thomas & Friends: Hero of the Rails,thomas-amp-friends-hero-of-the-rails,Wii,Majesco,Barnstorm Games,2010.0,0.02
17804,Touhou Genso Wanderer Reloaded,touhou-genso-wanderer-reloaded,NS,NIS America,AQUA STYLE,2018.0,0.02
17805,Carmageddon: Max Damage,carmageddon-max-damage,PS4,Stainless Games,Stainless Games,2016.0,0.02
17806,Cladun Returns: This Is Sengoku!,cladun-returns-this-is-sengoku,PSV,Nippon Ichi Software,Nippon Ichi Software,2017.0,0.02
17807,Kamigami no Asobi InFinite,kamigami-no-asobi-infinite,PSV,Broccoli,,2016.0,0.02
17808,PDC World Championship Darts: Pro Tour,pdc-world-championship-darts-pro-tour,X360,O-Games,O-Games,2010.0,0.02
17809,Samurai & Dragons,samurai-amp-dragons,PSV,Sega,,2012.0,0.02
17810,Silent Bomber,silent-bomber,PS,Bandai,CyberConnect2,2000.0,0.02
17811,Elminage Original: Majo to Megami to Kamigami no Yubiwa,elminage-original-majo-to-megami-to-kamigami-no-yubiwa,PSP,Starfish,Starfish SD,2011.0,0.02
17812,Runaway: A Twist of Fate,runaway-a-twist-of-fate,DS,Focus Home Interactive,Pendulo Studios,2011.0,0.02
17813,Harukanaru Toki no Naka de 6,harukanaru-toki-no-naka-de-6,PSP,Tecmo Koei,Ruby Party,2015.0,0.02
17814,TalkMan,talkman,PSP,Sony Computer Entertainment,Sony Computer Entertainment,2006.0,0.02
17815,XGRA: Extreme G Racing Association,xgra-extreme-g-racing-association,XB,Acclaim Entertainment,Acclaim Studios Cheltenham,2003.0,0.02
17816,Cars 3: Driven to Win,cars-3-driven-to-win,X360,Warner Bros. Interactive Entertainment,Avalanche Software,2017.0,0.02
17817,Uta no * Prince-Sama,uta-no-prince-sama,PSP,Broccoli,Broccoli,2010.0,0.02
17818,Elminage Gothic: Ulm Zakir to Yami no Gishiki,elminage-gothic-ulm-zakir-to-yami-no-gishiki,PSP,Starfish,Ghostlight,2012.0,0.02
17819,Kujiragami no Tearstilla,kujiragami-no-tearstilla,PSV,Piacci,,2016.0,0.02
17820,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,planetarium-creator-ohira-takayuki-kanshuu-homestar-portable-21st-century-star-navigator,PSP,Sega,Sega,2006.0,0.02
17821,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,crayon-shin-chan-uchuu-de-achoo-yuujou-no-oba-karate,3DS,Bandai,Bandai Namco Games,2011.0,0.02
17822,Hakuoki: Yuugi Roku - Taishitachi no Daienkai,hakuoki-yuugi-roku-taishitachi-no-daienkai,PSV,Idea Factory,,2016.0,0.02
17823,Mushishi: Amefuru Sato,mushishi-amefuru-sato,DS,Marvelous Interactive,Tenky,2008.0,0.02
17824,Arcana Famiglia: Vascello Phantasma no Majutsushi,arcana-famiglia-vascello-phantasma-no-majutsushi,PSP,Comfort,,2012.0,0.02
17825,The Legend of Heroes VI: Sora no Kiseki Second Chapter,the-legend-of-heroes-vi-sora-no-kiseki-second-chapter,PS3,Falcom Corporation,,2013.0,0.02
17826,Motocross Mania 3,motocross-mania-3,XB,2K Games,Deibus Studios,2005.0,0.02
17827,ESPN MLS ExtraTime 2002,espn-mls-extratime-2002,GC,Konami,Konami Computer Entertainment America,2002.0,0.02
17828,Winning Post 7: Maximum 2007,winning-post-7-maximum-2007,PS2,KOEI,Koei,2007.0,0.02
17829,Painkiller,painkiller,PC,DreamCatcher Interactive,People Can Fly,2004.0,0.02
17830,Psychedelica of the Black Butterfly,psychedelica-of-the-black-butterfly,PSV,Aksys Games,Otomate,2018.0,0.02
17831,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,strike-witches-anata-to-dekiru-koto-a-little-peaceful-days,PS2,Russel,Russel,2010.0,0.02
17832,Garfield Gets Real,garfield-gets-real,DS,,PAWS,2009.0,0.02
17833,Vitamin R,vitamin-r,PSP,D3Publisher,,2013.0,0.02
17834,Fist of the North Star: Ken's Rage 2,fist-of-the-north-star-kens-rage-2,WiiU,Tecmo Koei,Koei,2013.0,0.02
17835,Armello,armello,PS4,League of Geeks,League of Geeks,2018.0,0.02
17836,Puzzle City,puzzle-city,DS,Destineer,eGames/Techfront,2009.0,0.02
17837,Valthirian Arc: Hero School Story,valthirian-arc-hero-school-story,PS4,PQube,Agate Studio,2018.0,0.02
17838,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,dragon-ball-z-buus-fury,GBA,Atari,Webfoot Technologies,2006.0,0.02
17839,Guitar Freaks V2 & DrumMania V2,guitar-freaks-v2-amp-drummania-v2,PS2,Konami,Konami,2006.0,0.02
17840,Worms,worms,PSN,Sony Computer Entertainment,Team17 Software,2009.0,0.02
17841,Maximum Capacity: Hotel Giant,maximum-capacity-hotel-giant,PC,JoWood Productions,Enlight Software Ltd.,2002.0,0.02
17842,Backyard Baseball '09,backyard-baseball-09,PS2,Atari,Humongous Entertainment,2008.0,0.02
17843,Hello Kitty Kruisers,hello-kitty-kruisers,NS,Rising Star Games,Bergsala Lightweight,2018.0,0.02
17844,The Sims 2: Happy Holiday Stuff,the-sims-2-happy-holiday-stuff,PC,Electronic Arts,Maxis,2006.0,0.02
17845,7 Roses: A Darkness Rises,7-roses-a-darkness-rises,PC,Avanquest Software,GSP,2015.0,0.02
17846,Crime Scene,crime-scene,DS,SouthPeak Interactive,White Birds Productions,2010.0,0.02
17847,Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki,cyber-troopers-virtual-on-x-toaru-majutsu-no-index-toaru-majutsu-no-dennou-senki,PSV,Sega,Sega CS3,2018.0,0.02
17848,Shaq-Fu: A Legend Reborn,shaq-fu-a-legend-reborn,PS4,Wired Productions,Big Deez Productions,2018.0,0.02
17849,Pastel Chime Continue,pastel-chime-continue,PSP,5pb,Alice Soft,2010.0,0.02
17850,Zwei!!,zwei,PSP,Falcom Corporation,Nihon Falcom Corporation,2008.0,0.02
17851,Pump It Up: Exceed,pump-it-up-exceed,XB,Mastiff,Andamiro U.S.A. Corp.,2005.0,0.02
17852,Ro-Kyu-Bu! Lost Secret,ro-kyu-bu-lost-secret,PSP,Kadokawa Shoten,,2013.0,0.02
17853,Shaq-Fu: A Legend Reborn,shaq-fu-a-legend-reborn,NS,Wired Productions,Big Deez Productions,2018.0,0.02
17854,Chuck E. Cheese's Super Collection,chuck-e-cheeses-super-collection,Wii,UFO Interactive,UFO Interactive,2011.0,0.02
17855,Malice,malice,PS2,Mud Duck Productions,Argonaut Games,2004.0,0.02
17856,This Is the Police 2,this-is-the-police-2,XOne,THQ Nordic,Weappy Studio,2018.0,0.02
17857,Defendin' De Penguin,defendin-de-penguin,DS,Crave Entertainment,Crave Entertainment,2008.0,0.02
17858,Code: Realize - Shukufuku no Mirai,code-realize-shukufuku-no-mirai,PSV,Aksys Games,,2018.0,0.02
17859,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,sega-ages-2500-series-vol-32-phantasy-star-complete-collection,PS2,Sega,Sega,2008.0,0.02
17860,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,sega-ages-2500-series-vol-32-phantasy-star-complete-collection,PS2,Sega,Sega,2008.0,0.02
17861,B-17: Fortress in the Sky,b-17-fortress-in-the-sky,DS,DSI Games,Zoo Digital Publishing,2007.0,0.02
17862,Mahjong * Dream C Club,mahjong-dream-c-club,X360,D3Publisher,,2007.0,0.02
17863,Kokoro Connect: Yochi Random,kokoro-connect-yochi-random,PSP,Namco Bandai Games,,2012.0,0.02
17864,The Lord of the Rings Online: Mines of Moria,the-lord-of-the-rings-online-mines-of-moria,PC,Turbine Inc.,Turbine Inc.,2008.0,0.02
